run,raw_file,phase,timestamp_utc,temp_C,throttled,active_low_bits,rss_MiB,ru_maxrss_MiB
HPC,0000-synthetic-n512-full-t2-local.json,telemetry_before,2026-09-15T18:53:25.080651+00:00,50.0,,,21.67578125,106.27734375
HPC,0000-synthetic-n512-full-t2-local.json,telemetry_after,2026-09-15T18:53:28.414161+00:00,50.0,,,22.05078125,106.27734375
HPC,0000-synthetic-n512-full-t2-memory_pressure.json,telemetry_before,2026-09-15T18:53:28.707864+00:00,51.0,,,85.9296875,106.27734375
HPC,0000-synthetic-n512-full-t2-memory_pressure.json,telemetry_after,2026-09-15T18:53:32.037777+00:00,50.0,,,85.9296875,106.27734375
HPC,0001-synthetic-n4096-ext_cached-t1-local.json,telemetry_before,2026-09-15T18:53:51.521076+00:00,52.0,,,21.625,113.71484375
HPC,0001-synthetic-n4096-ext_cached-t1-local.json,telemetry_after,2026-09-15T18:53:54.868967+00:00,49.0,,,21.94140625,113.71484375
HPC,0001-synthetic-n4096-ext_cached-t1-memory_pressure.json,telemetry_before,2026-09-15T18:53:55.142149+00:00,50.0,,,85.7109375,113.71484375
HPC,0001-synthetic-n4096-ext_cached-t1-memory_pressure.json,telemetry_after,2026-09-15T18:53:58.490407+00:00,49.0,,,85.7109375,113.71484375
HPC,0002-ethereum_rpc_finalized_json-n69-full-t3-local.json,telemetry_before,2026-09-15T18:53:59.695279+00:00,49.0,,,21.47265625,137.66796875
HPC,0002-ethereum_rpc_finalized_json-n69-full-t3-local.json,telemetry_after,2026-09-15T18:54:04.198662+00:00,50.0,,,24.625,137.66796875
HPC,0002-ethereum_rpc_finalized_json-n69-full-t3-memory_pressure.json,telemetry_before,2026-09-15T18:54:04.480672+00:00,50.0,,,85.703125,137.66796875
HPC,0002-ethereum_rpc_finalized_json-n69-full-t3-memory_pressure.json,telemetry_after,2026-09-15T18:54:08.967484+00:00,49.0,,,88.671875,137.66796875
HPC,0003-synthetic-n4096-full-t3-local.json,telemetry_before,2026-09-15T18:54:27.584622+00:00,52.0,,,21.7265625,137.66796875
HPC,0003-synthetic-n4096-full-t3-local.json,telemetry_after,2026-09-15T18:54:30.916534+00:00,52.0,,,22.1015625,137.66796875
HPC,0003-synthetic-n4096-full-t3-memory_pressure.json,telemetry_before,2026-09-15T18:54:31.191617+00:00,52.0,,,85.84765625,137.66796875
HPC,0003-synthetic-n4096-full-t3-memory_pressure.json,telemetry_after,2026-09-15T18:54:34.534533+00:00,51.0,,,85.84765625,137.66796875
HPC,0004-ethereum_rpc_finalized_json-n69-ext_cached-t3-local.json,telemetry_before,2026-09-15T18:54:35.695156+00:00,52.0,,,21.625,137.66796875
HPC,0004-ethereum_rpc_finalized_json-n69-ext_cached-t3-local.json,telemetry_after,2026-09-15T18:54:40.203794+00:00,51.0,,,24.78515625,137.66796875
HPC,0004-ethereum_rpc_finalized_json-n69-ext_cached-t3-memory_pressure.json,telemetry_before,2026-09-15T18:54:40.470937+00:00,51.0,,,85.8125,137.66796875
HPC,0004-ethereum_rpc_finalized_json-n69-ext_cached-t3-memory_pressure.json,telemetry_after,2026-09-15T18:54:44.965804+00:00,51.0,,,88.72265625,137.66796875
HPC,0005-ethereum_rpc_finalized_json-n69-ext_cached-t2-local.json,telemetry_before,2026-09-15T18:54:46.126430+00:00,51.0,,,21.62890625,137.66796875
HPC,0005-ethereum_rpc_finalized_json-n69-ext_cached-t2-local.json,telemetry_after,2026-09-15T18:54:50.660245+00:00,47.0,,,24.5703125,137.66796875
HPC,0005-ethereum_rpc_finalized_json-n69-ext_cached-t2-memory_pressure.json,telemetry_before,2026-09-15T18:54:50.932478+00:00,50.0,,,86.01171875,137.66796875
HPC,0005-ethereum_rpc_finalized_json-n69-ext_cached-t2-memory_pressure.json,telemetry_after,2026-09-15T18:54:55.431682+00:00,50.0,,,88.7578125,137.66796875
HPC,0006-ethereum_rpc_finalized_json-n69-ext_rebuild-t1-local.json,telemetry_before,2026-09-15T18:54:59.417885+00:00,47.0,,,21.7109375,138.73046875
HPC,0006-ethereum_rpc_finalized_json-n69-ext_rebuild-t1-local.json,telemetry_after,2026-09-15T18:55:03.823950+00:00,48.0,,,25.140625,138.73046875
HPC,0006-ethereum_rpc_finalized_json-n69-ext_rebuild-t1-memory_pressure.json,telemetry_before,2026-09-15T18:55:04.094330+00:00,46.0,,,86.0234375,138.73046875
HPC,0006-ethereum_rpc_finalized_json-n69-ext_rebuild-t1-memory_pressure.json,telemetry_after,2026-09-15T18:55:08.498882+00:00,49.0,,,89.26171875,138.73046875
HPC,0007-ethereum_rpc_finalized_json-n69-ext_cached-t1-local.json,telemetry_before,2026-09-15T18:55:09.698723+00:00,50.0,,,21.81640625,138.73046875
HPC,0007-ethereum_rpc_finalized_json-n69-ext_cached-t1-local.json,telemetry_after,2026-09-15T18:55:14.111102+00:00,49.0,,,25.2421875,138.73046875
HPC,0007-ethereum_rpc_finalized_json-n69-ext_cached-t1-memory_pressure.json,telemetry_before,2026-09-15T18:55:14.394043+00:00,52.0,,,85.921875,138.73046875
HPC,0007-ethereum_rpc_finalized_json-n69-ext_cached-t1-memory_pressure.json,telemetry_after,2026-09-15T18:55:18.769448+00:00,51.0,,,89.109375,138.73046875
HPC,0008-ethereum_rpc_finalized_json-n69-ext_rebuild-t0-local.json,telemetry_before,2026-09-15T18:55:22.747325+00:00,51.0,,,21.46484375,138.73046875
HPC,0008-ethereum_rpc_finalized_json-n69-ext_rebuild-t0-local.json,telemetry_after,2026-09-15T18:55:27.227066+00:00,51.0,,,24.6875,138.73046875
HPC,0008-ethereum_rpc_finalized_json-n69-ext_rebuild-t0-memory_pressure.json,telemetry_before,2026-09-15T18:55:27.499070+00:00,51.0,,,85.859375,138.73046875
HPC,0008-ethereum_rpc_finalized_json-n69-ext_rebuild-t0-memory_pressure.json,telemetry_after,2026-09-15T18:55:31.945298+00:00,51.0,,,88.76171875,138.73046875
HPC,0009-ethereum_rpc_finalized_json-n69-full-t4-local.json,telemetry_before,2026-09-15T18:55:33.103862+00:00,51.0,,,21.68359375,138.73046875
HPC,0009-ethereum_rpc_finalized_json-n69-full-t4-local.json,telemetry_after,2026-09-15T18:55:37.623411+00:00,51.0,,,26.9140625,138.73046875
HPC,0009-ethereum_rpc_finalized_json-n69-full-t4-memory_pressure.json,telemetry_before,2026-09-15T18:55:37.906319+00:00,51.0,,,85.59765625,138.73046875
HPC,0009-ethereum_rpc_finalized_json-n69-full-t4-memory_pressure.json,telemetry_after,2026-09-15T18:55:42.400054+00:00,53.0,,,90.6875,138.73046875
HPC,0010-ethereum_rpc_finalized_json-n69-leaf-t1-local.json,telemetry_before,2026-09-15T18:55:43.545575+00:00,50.0,,,21.4765625,138.73046875
HPC,0010-ethereum_rpc_finalized_json-n69-leaf-t1-local.json,telemetry_after,2026-09-15T18:55:48.341102+00:00,49.0,,,24.4921875,138.73046875
HPC,0010-ethereum_rpc_finalized_json-n69-leaf-t1-memory_pressure.json,telemetry_before,2026-09-15T18:55:48.611396+00:00,50.0,,,85.84765625,138.73046875
HPC,0010-ethereum_rpc_finalized_json-n69-leaf-t1-memory_pressure.json,telemetry_after,2026-09-15T18:55:53.061874+00:00,50.0,,,88.61328125,138.73046875
HPC,0011-synthetic-n4096-full-t0-local.json,telemetry_before,2026-09-15T18:56:11.178272+00:00,51.0,,,21.6328125,139.9609375
HPC,0011-synthetic-n4096-full-t0-local.json,telemetry_after,2026-09-15T18:56:14.521692+00:00,51.0,,,21.94921875,139.9609375
HPC,0011-synthetic-n4096-full-t0-memory_pressure.json,telemetry_before,2026-09-15T18:56:14.802286+00:00,51.0,,,85.875,139.9609375
HPC,0011-synthetic-n4096-full-t0-memory_pressure.json,telemetry_after,2026-09-15T18:56:18.133116+00:00,51.0,,,85.875,139.9609375
HPC,0012-ethereum_rpc_finalized_json-n69-archive-t0-archive_retrieval.json,telemetry_before,2026-09-15T18:56:24.069852+00:00,51.0,,,21.625,139.9609375
HPC,0012-ethereum_rpc_finalized_json-n69-archive-t0-archive_retrieval.json,telemetry_after,2026-09-15T18:56:29.787794+00:00,52.0,,,25.015625,139.9609375
HPC,0012-ethereum_rpc_finalized_json-n69-archive-t0-local.json,telemetry_before,2026-09-15T18:56:19.287995+00:00,51.0,,,21.6953125,139.9609375
HPC,0012-ethereum_rpc_finalized_json-n69-archive-t0-local.json,telemetry_after,2026-09-15T18:56:23.766569+00:00,52.0,,,24.87890625,139.9609375
HPC,0013-ethereum_rpc_finalized_json-n69-leaf-t3-local.json,telemetry_before,2026-09-15T18:56:30.976220+00:00,51.0,,,21.61328125,139.9609375
HPC,0013-ethereum_rpc_finalized_json-n69-leaf-t3-local.json,telemetry_after,2026-09-15T18:56:35.528849+00:00,51.0,,,24.4140625,139.9609375
HPC,0013-ethereum_rpc_finalized_json-n69-leaf-t3-memory_pressure.json,telemetry_before,2026-09-15T18:56:35.802401+00:00,52.0,,,85.8203125,139.9609375
HPC,0013-ethereum_rpc_finalized_json-n69-leaf-t3-memory_pressure.json,telemetry_after,2026-09-15T18:56:40.338205+00:00,49.0,,,88.41015625,139.9609375
HPC,0014-synthetic-n4096-ext_rebuild-t3-local.json,telemetry_before,2026-09-15T18:58:29.368314+00:00,52.0,,,21.671875,139.9609375
HPC,0014-synthetic-n4096-ext_rebuild-t3-local.json,telemetry_after,2026-09-15T18:58:32.704408+00:00,49.0,,,21.98828125,139.9609375
HPC,0014-synthetic-n4096-ext_rebuild-t3-memory_pressure.json,telemetry_before,2026-09-15T18:58:32.967139+00:00,49.0,,,86.0234375,139.9609375
HPC,0014-synthetic-n4096-ext_rebuild-t3-memory_pressure.json,telemetry_after,2026-09-15T18:58:36.295742+00:00,48.0,,,86.0234375,139.9609375
HPC,0015-synthetic-n4096-leaf-t4-local.json,telemetry_before,2026-09-15T18:58:54.292655+00:00,50.0,,,21.6875,140.6875
HPC,0015-synthetic-n4096-leaf-t4-local.json,telemetry_after,2026-09-15T18:58:58.984890+00:00,51.0,,,24.5,140.6875
HPC,0015-synthetic-n4096-leaf-t4-memory_pressure.json,telemetry_before,2026-09-15T18:58:59.246048+00:00,52.0,,,86.0390625,140.6875
HPC,0015-synthetic-n4096-leaf-t4-memory_pressure.json,telemetry_after,2026-09-15T18:59:03.908516+00:00,51.0,,,88.5234375,140.6875
HPC,0016-synthetic-n512-ext_cached-t1-local.json,telemetry_before,2026-09-15T18:59:06.591239+00:00,52.0,,,21.62109375,140.6875
HPC,0016-synthetic-n512-ext_cached-t1-local.json,telemetry_after,2026-09-15T18:59:09.929300+00:00,51.0,,,21.97265625,140.6875
HPC,0016-synthetic-n512-ext_cached-t1-memory_pressure.json,telemetry_before,2026-09-15T18:59:10.202869+00:00,51.0,,,85.8203125,140.6875
HPC,0016-synthetic-n512-ext_cached-t1-memory_pressure.json,telemetry_after,2026-09-15T18:59:13.539196+00:00,51.0,,,85.8203125,140.6875
HPC,0017-synthetic-n4096-leaf-t3-local.json,telemetry_before,2026-09-15T18:59:32.412898+00:00,48.0,,,21.48828125,140.6875
HPC,0017-synthetic-n4096-leaf-t3-local.json,telemetry_after,2026-09-15T18:59:37.090375+00:00,49.0,,,24.33984375,140.6875
HPC,0017-synthetic-n4096-leaf-t3-memory_pressure.json,telemetry_before,2026-09-15T18:59:37.356226+00:00,48.0,,,85.88671875,140.6875
HPC,0017-synthetic-n4096-leaf-t3-memory_pressure.json,telemetry_after,2026-09-15T18:59:42.009204+00:00,50.0,,,88.44140625,140.6875
HPC,0018-synthetic-n4096-leaf-t0-local.json,telemetry_before,2026-09-15T19:00:02.420495+00:00,52.0,,,21.765625,140.94140625
HPC,0018-synthetic-n4096-leaf-t0-local.json,telemetry_after,2026-09-15T19:00:07.127139+00:00,51.0,,,24.51953125,140.94140625
HPC,0018-synthetic-n4096-leaf-t0-memory_pressure.json,telemetry_before,2026-09-15T19:00:07.400613+00:00,53.0,,,85.88671875,140.94140625
HPC,0018-synthetic-n4096-leaf-t0-memory_pressure.json,telemetry_after,2026-09-15T19:00:12.058086+00:00,52.0,,,88.44140625,140.94140625
HPC,0019-synthetic-n4096-full-t4-local.json,telemetry_before,2026-09-15T19:00:30.649217+00:00,50.0,,,21.82421875,141.05859375
HPC,0019-synthetic-n4096-full-t4-local.json,telemetry_after,2026-09-15T19:00:33.993541+00:00,50.0,,,22.13671875,141.05859375
HPC,0019-synthetic-n4096-full-t4-memory_pressure.json,telemetry_before,2026-09-15T19:00:34.322544+00:00,50.0,,,85.94140625,141.05859375
HPC,0019-synthetic-n4096-full-t4-memory_pressure.json,telemetry_after,2026-09-15T19:00:37.670626+00:00,49.0,,,85.94140625,141.05859375
HPC,0020-synthetic-n4096-ext_rebuild-t2-local.json,telemetry_before,2026-09-15T19:02:27.645136+00:00,49.0,,,21.41796875,141.57421875
HPC,0020-synthetic-n4096-ext_rebuild-t2-local.json,telemetry_after,2026-09-15T19:02:30.995715+00:00,50.0,,,21.77734375,141.57421875
HPC,0020-synthetic-n4096-ext_rebuild-t2-memory_pressure.json,telemetry_before,2026-09-15T19:02:31.256826+00:00,50.0,,,86.01171875,141.57421875
HPC,0020-synthetic-n4096-ext_rebuild-t2-memory_pressure.json,telemetry_after,2026-09-15T19:02:34.596783+00:00,49.0,,,86.01171875,141.57421875
HPC,0021-synthetic-n4096-ext_rebuild-t4-local.json,telemetry_before,2026-09-15T19:04:23.657829+00:00,49.0,,,21.6796875,141.57421875
HPC,0021-synthetic-n4096-ext_rebuild-t4-local.json,telemetry_after,2026-09-15T19:04:27.004577+00:00,48.0,,,22.0546875,141.57421875
HPC,0021-synthetic-n4096-ext_rebuild-t4-memory_pressure.json,telemetry_before,2026-09-15T19:04:27.263002+00:00,50.0,,,85.80859375,141.57421875
HPC,0021-synthetic-n4096-ext_rebuild-t4-memory_pressure.json,telemetry_after,2026-09-15T19:04:30.596812+00:00,50.0,,,85.80859375,141.57421875
HPC,0022-synthetic-n4096-full-t2-local.json,telemetry_before,2026-09-15T19:04:48.869084+00:00,52.0,,,21.7109375,141.57421875
HPC,0022-synthetic-n4096-full-t2-local.json,telemetry_after,2026-09-15T19:04:52.205309+00:00,51.0,,,22.02734375,141.57421875
HPC,0022-synthetic-n4096-full-t2-memory_pressure.json,telemetry_before,2026-09-15T19:04:52.471906+00:00,51.0,,,85.9375,141.57421875
HPC,0022-synthetic-n4096-full-t2-memory_pressure.json,telemetry_after,2026-09-15T19:04:55.811403+00:00,51.0,,,85.9375,141.57421875
HPC,0023-synthetic-n512-ext_cached-t0-energy_workload.json,telemetry_before,2026-09-15T19:05:05.661555+00:00,50.0,,,21.640625,141.57421875
HPC,0023-synthetic-n512-ext_cached-t0-energy_workload.json,telemetry_after,2026-09-15T19:05:18.696579+00:00,49.0,,,24.9609375,141.57421875
HPC,0023-synthetic-n512-ext_cached-t0-local.json,telemetry_before,2026-09-15T19:04:58.455344+00:00,51.0,,,21.41796875,141.57421875
HPC,0023-synthetic-n512-ext_cached-t0-local.json,telemetry_after,2026-09-15T19:05:01.792032+00:00,53.0,,,21.77734375,141.57421875
HPC,0023-synthetic-n512-ext_cached-t0-memory_pressure.json,telemetry_before,2026-09-15T19:05:02.071107+00:00,52.0,,,85.62890625,141.57421875
HPC,0023-synthetic-n512-ext_cached-t0-memory_pressure.json,telemetry_after,2026-09-15T19:05:05.405661+00:00,50.0,,,85.62890625,141.57421875
HPC,0024-ethereum_rpc_finalized_json-n69-ext_rebuild-t4-local.json,telemetry_before,2026-09-15T19:05:22.609511+00:00,49.0,,,21.76953125,141.57421875
HPC,0024-ethereum_rpc_finalized_json-n69-ext_rebuild-t4-local.json,telemetry_after,2026-09-15T19:05:27.130111+00:00,50.0,,,26.9453125,141.57421875
HPC,0024-ethereum_rpc_finalized_json-n69-ext_rebuild-t4-memory_pressure.json,telemetry_before,2026-09-15T19:05:27.468567+00:00,50.0,,,85.9765625,141.57421875
HPC,0024-ethereum_rpc_finalized_json-n69-ext_rebuild-t4-memory_pressure.json,telemetry_after,2026-09-15T19:05:31.946961+00:00,51.0,,,90.953125,141.57421875
HPC,0025-synthetic-n512-leaf-t3-local.json,telemetry_before,2026-09-15T19:05:34.670259+00:00,51.0,,,21.48828125,141.57421875
HPC,0025-synthetic-n512-leaf-t3-local.json,telemetry_after,2026-09-15T19:05:38.172569+00:00,51.0,,,22.27734375,141.57421875
HPC,0025-synthetic-n512-leaf-t3-memory_pressure.json,telemetry_before,2026-09-15T19:05:38.432301+00:00,51.0,,,85.77734375,141.57421875
HPC,0025-synthetic-n512-leaf-t3-memory_pressure.json,telemetry_after,2026-09-15T19:05:41.946336+00:00,51.0,,,86.26953125,141.57421875
HPC,0026-synthetic-n4096-leaf-t2-local.json,telemetry_before,2026-09-15T19:06:01.369983+00:00,50.0,,,21.78515625,141.57421875
HPC,0026-synthetic-n4096-leaf-t2-local.json,telemetry_after,2026-09-15T19:06:06.050151+00:00,50.0,,,24.59765625,141.57421875
HPC,0026-synthetic-n4096-leaf-t2-memory_pressure.json,telemetry_before,2026-09-15T19:06:06.320163+00:00,50.0,,,85.984375,141.57421875
HPC,0026-synthetic-n4096-leaf-t2-memory_pressure.json,telemetry_after,2026-09-15T19:06:10.972299+00:00,48.0,,,88.5390625,141.57421875
HPC,0027-synthetic-n512-leaf-t2-local.json,telemetry_before,2026-09-15T19:06:13.657188+00:00,50.0,,,21.70703125,141.57421875
HPC,0027-synthetic-n512-leaf-t2-local.json,telemetry_after,2026-09-15T19:06:17.175665+00:00,49.0,,,22.515625,141.57421875
HPC,0027-synthetic-n512-leaf-t2-memory_pressure.json,telemetry_before,2026-09-15T19:06:17.461723+00:00,50.0,,,85.66015625,141.57421875
HPC,0027-synthetic-n512-leaf-t2-memory_pressure.json,telemetry_after,2026-09-15T19:06:20.974615+00:00,50.0,,,86.1953125,141.57421875
HPC,0028-synthetic-n512-leaf-t0-energy_workload.json,telemetry_before,2026-09-15T19:06:31.260125+00:00,52.0,,,21.8046875,141.57421875
HPC,0028-synthetic-n512-leaf-t0-energy_workload.json,telemetry_after,2026-09-15T19:06:44.308364+00:00,51.0,,,24.55859375,141.57421875
HPC,0028-synthetic-n512-leaf-t0-local.json,telemetry_before,2026-09-15T19:06:23.666777+00:00,51.0,,,21.625,141.57421875
HPC,0028-synthetic-n512-leaf-t0-local.json,telemetry_after,2026-09-15T19:06:27.172166+00:00,51.0,,,22.43359375,141.57421875
HPC,0028-synthetic-n512-leaf-t0-memory_pressure.json,telemetry_before,2026-09-15T19:06:27.505169+00:00,52.0,,,85.61328125,141.57421875
HPC,0028-synthetic-n512-leaf-t0-memory_pressure.json,telemetry_after,2026-09-15T19:06:31.015328+00:00,52.0,,,86.1484375,141.57421875
HPC,0029-ethereum_rpc_finalized_json-n69-full-t0-local.json,telemetry_before,2026-09-15T19:06:45.497308+00:00,51.0,,,21.40625,141.57421875
HPC,0029-ethereum_rpc_finalized_json-n69-full-t0-local.json,telemetry_after,2026-09-15T19:06:49.954685+00:00,52.0,,,24.5546875,141.57421875
HPC,0029-ethereum_rpc_finalized_json-n69-full-t0-memory_pressure.json,telemetry_before,2026-09-15T19:06:50.216603+00:00,52.0,,,85.81640625,141.57421875
HPC,0029-ethereum_rpc_finalized_json-n69-full-t0-memory_pressure.json,telemetry_after,2026-09-15T19:06:54.668796+00:00,49.0,,,88.74609375,141.57421875
HPC,0030-synthetic-n512-ext_rebuild-t2-local.json,telemetry_before,2026-09-15T19:07:08.028473+00:00,50.0,,,21.703125,141.57421875
HPC,0030-synthetic-n512-ext_rebuild-t2-local.json,telemetry_after,2026-09-15T19:07:11.358611+00:00,50.0,,,22.078125,141.57421875
HPC,0030-synthetic-n512-ext_rebuild-t2-memory_pressure.json,telemetry_before,2026-09-15T19:07:11.625118+00:00,50.0,,,85.97265625,141.57421875
HPC,0030-synthetic-n512-ext_rebuild-t2-memory_pressure.json,telemetry_after,2026-09-15T19:07:14.955476+00:00,50.0,,,85.97265625,141.57421875
HPC,0031-synthetic-n4096-archive-t4-archive_retrieval.json,telemetry_before,2026-09-15T19:07:36.502136+00:00,52.0,,,21.6640625,141.57421875
HPC,0031-synthetic-n4096-archive-t4-archive_retrieval.json,telemetry_after,2026-09-15T19:07:40.989763+00:00,52.0,,,22.4140625,141.57421875
HPC,0031-synthetic-n4096-archive-t4-local.json,telemetry_before,2026-09-15T19:07:32.926406+00:00,52.0,,,21.84765625,141.57421875
HPC,0031-synthetic-n4096-archive-t4-local.json,telemetry_after,2026-09-15T19:07:36.257434+00:00,52.0,,,22.1640625,141.57421875
HPC,0032-synthetic-n512-ext_cached-t4-local.json,telemetry_before,2026-09-15T19:07:43.796350+00:00,52.0,,,21.73828125,141.57421875
HPC,0032-synthetic-n512-ext_cached-t4-local.json,telemetry_after,2026-09-15T19:07:47.453280+00:00,52.0,,,22.0546875,141.57421875
HPC,0032-synthetic-n512-ext_cached-t4-memory_pressure.json,telemetry_before,2026-09-15T19:07:47.764467+00:00,53.0,,,85.94140625,141.57421875
HPC,0032-synthetic-n512-ext_cached-t4-memory_pressure.json,telemetry_after,2026-09-15T19:07:51.113008+00:00,50.0,,,85.94140625,141.57421875
HPC,0033-synthetic-n512-full-t0-energy_workload.json,telemetry_before,2026-09-15T19:08:01.105330+00:00,50.0,,,21.70703125,141.57421875
HPC,0033-synthetic-n512-full-t0-energy_workload.json,telemetry_after,2026-09-15T19:08:14.139064+00:00,49.0,,,25.09375,141.57421875
HPC,0033-synthetic-n512-full-t0-local.json,telemetry_before,2026-09-15T19:07:53.898946+00:00,51.0,,,21.7265625,141.57421875
HPC,0033-synthetic-n512-full-t0-local.json,telemetry_after,2026-09-15T19:07:57.249834+00:00,50.0,,,22.1015625,141.57421875
HPC,0033-synthetic-n512-full-t0-memory_pressure.json,telemetry_before,2026-09-15T19:07:57.517682+00:00,49.0,,,85.90625,141.57421875
HPC,0033-synthetic-n512-full-t0-memory_pressure.json,telemetry_after,2026-09-15T19:08:00.859503+00:00,49.0,,,85.90625,141.57421875
HPC,0034-synthetic-n512-ext_rebuild-t3-local.json,telemetry_before,2026-09-15T19:08:28.948401+00:00,51.0,,,21.77734375,141.57421875
HPC,0034-synthetic-n512-ext_rebuild-t3-local.json,telemetry_after,2026-09-15T19:08:32.281195+00:00,51.0,,,22.09375,141.57421875
HPC,0034-synthetic-n512-ext_rebuild-t3-memory_pressure.json,telemetry_before,2026-09-15T19:08:32.550825+00:00,51.0,,,85.875,141.57421875
HPC,0034-synthetic-n512-ext_rebuild-t3-memory_pressure.json,telemetry_after,2026-09-15T19:08:35.881833+00:00,51.0,,,85.875,141.57421875
HPC,0035-synthetic-n512-ext_rebuild-t1-local.json,telemetry_before,2026-09-15T19:08:49.217459+00:00,49.0,,,21.78515625,141.57421875
HPC,0035-synthetic-n512-ext_rebuild-t1-local.json,telemetry_after,2026-09-15T19:08:52.545361+00:00,50.0,,,22.1015625,141.57421875
HPC,0035-synthetic-n512-ext_rebuild-t1-memory_pressure.json,telemetry_before,2026-09-15T19:08:52.809347+00:00,50.0,,,85.82421875,141.57421875
HPC,0035-synthetic-n512-ext_rebuild-t1-memory_pressure.json,telemetry_after,2026-09-15T19:08:56.141688+00:00,49.0,,,85.82421875,141.57421875
HPC,0036-synthetic-n4096-ext_rebuild-t0-local.json,telemetry_before,2026-09-15T19:10:44.031619+00:00,47.0,,,21.703125,141.57421875
HPC,0036-synthetic-n4096-ext_rebuild-t0-local.json,telemetry_after,2026-09-15T19:10:47.377673+00:00,50.0,,,22.078125,141.57421875
HPC,0036-synthetic-n4096-ext_rebuild-t0-memory_pressure.json,telemetry_before,2026-09-15T19:10:47.639073+00:00,49.0,,,86.0390625,141.57421875
HPC,0036-synthetic-n4096-ext_rebuild-t0-memory_pressure.json,telemetry_after,2026-09-15T19:10:50.968208+00:00,49.0,,,86.0390625,141.57421875
HPC,0037-synthetic-n4096-ext_cached-t2-local.json,telemetry_before,2026-09-15T19:11:08.983917+00:00,52.0,,,21.48828125,141.57421875
HPC,0037-synthetic-n4096-ext_cached-t2-local.json,telemetry_after,2026-09-15T19:11:12.313354+00:00,52.0,,,21.84375,141.57421875
HPC,0037-synthetic-n4096-ext_cached-t2-memory_pressure.json,telemetry_before,2026-09-15T19:11:12.577867+00:00,52.0,,,85.82421875,141.57421875
HPC,0037-synthetic-n4096-ext_cached-t2-memory_pressure.json,telemetry_after,2026-09-15T19:11:15.901299+00:00,52.0,,,85.82421875,141.57421875
HPC,0038-ethereum_rpc_finalized_json-n69-full-t2-local.json,telemetry_before,2026-09-15T19:11:17.031824+00:00,52.0,,,21.69140625,141.57421875
HPC,0038-ethereum_rpc_finalized_json-n69-full-t2-local.json,telemetry_after,2026-09-15T19:11:21.529782+00:00,52.0,,,24.69140625,141.57421875
HPC,0038-ethereum_rpc_finalized_json-n69-full-t2-memory_pressure.json,telemetry_before,2026-09-15T19:11:21.802481+00:00,52.0,,,85.96875,141.57421875
HPC,0038-ethereum_rpc_finalized_json-n69-full-t2-memory_pressure.json,telemetry_after,2026-09-15T19:11:26.294062+00:00,50.0,,,88.64453125,141.57421875
HPC,0039-synthetic-n4096-ext_rebuild-t1-local.json,telemetry_before,2026-09-15T19:13:14.175218+00:00,51.0,,,21.4140625,141.57421875
HPC,0039-synthetic-n4096-ext_rebuild-t1-local.json,telemetry_after,2026-09-15T19:13:17.531827+00:00,52.0,,,21.7734375,141.57421875
HPC,0039-synthetic-n4096-ext_rebuild-t1-memory_pressure.json,telemetry_before,2026-09-15T19:13:17.792886+00:00,51.0,,,85.640625,141.57421875
HPC,0039-synthetic-n4096-ext_rebuild-t1-memory_pressure.json,telemetry_after,2026-09-15T19:13:21.114179+00:00,50.0,,,85.640625,141.57421875
HPC,0040-synthetic-n4096-archive-t2-archive_retrieval.json,telemetry_before,2026-09-15T19:13:42.798648+00:00,50.0,,,21.7734375,141.57421875
HPC,0040-synthetic-n4096-archive-t2-archive_retrieval.json,telemetry_after,2026-09-15T19:13:48.146482+00:00,51.0,,,22.46484375,141.57421875
HPC,0040-synthetic-n4096-archive-t2-local.json,telemetry_before,2026-09-15T19:13:39.199251+00:00,51.0,,,21.828125,141.57421875
HPC,0040-synthetic-n4096-archive-t2-local.json,telemetry_after,2026-09-15T19:13:42.543835+00:00,50.0,,,22.14453125,141.57421875
HPC,0041-synthetic-n512-archive-t1-archive_retrieval.json,telemetry_before,2026-09-15T19:13:54.459843+00:00,52.0,,,21.6328125,141.57421875
HPC,0041-synthetic-n512-archive-t1-archive_retrieval.json,telemetry_after,2026-09-15T19:13:58.931399+00:00,51.0,,,22.3828125,141.57421875
HPC,0041-synthetic-n512-archive-t1-local.json,telemetry_before,2026-09-15T19:13:50.871701+00:00,51.0,,,21.484375,141.57421875
HPC,0041-synthetic-n512-archive-t1-local.json,telemetry_after,2026-09-15T19:13:54.206305+00:00,52.0,,,21.83984375,141.57421875
HPC,0042-synthetic-n512-full-t4-local.json,telemetry_before,2026-09-15T19:14:01.617749+00:00,52.0,,,21.7109375,141.57421875
HPC,0042-synthetic-n512-full-t4-local.json,telemetry_after,2026-09-15T19:14:04.946757+00:00,52.0,,,22.0859375,141.57421875
HPC,0042-synthetic-n512-full-t4-memory_pressure.json,telemetry_before,2026-09-15T19:14:05.216705+00:00,52.0,,,85.68359375,141.57421875
HPC,0042-synthetic-n512-full-t4-memory_pressure.json,telemetry_after,2026-09-15T19:14:08.555491+00:00,52.0,,,85.68359375,141.57421875
HPC,0043-synthetic-n512-ext_rebuild-t0-energy_workload.json,telemetry_before,2026-09-15T19:14:29.005423+00:00,50.0,,,21.40234375,141.57421875
HPC,0043-synthetic-n512-ext_rebuild-t0-energy_workload.json,telemetry_after,2026-09-15T19:14:42.035752+00:00,52.0,,,24.7734375,141.57421875
